award_id,recipient,awarding_agency,sub_agency,start_year,obligated_amount,total_award_value,award_description,project_class,fabrication_inclusive,scope_confidence,grant_program,source_url,notes
MA-253353-OMS-23,Sciencenter,Institute of Museum and Library Services,Office of Museum Services,2023,248429,,"Museums for America (Ithaca, NY)",multi_station,y,med,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-253353-OMS-23,matched via: mfa_exhibit_fab
MA-253423-OMS-23,Washington State Historical Society,Institute of Museum and Library Services,Office of Museum Services,2023,249500,,"Museums for America (Tacoma, WA)",multi_station,y,med,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-253423-OMS-23,matched via: mfa_exhibit_fab
MA-253428-OMS-23,Utah Museum of Contemporary Art,Institute of Museum and Library Services,Office of Museum Services,2023,210344,,"Museums for America (Salt Lake City, UT)",multi_station,y,med,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-253428-OMS-23,matched via: mfa_exhibit_fab
MA-253498-OMS-23,Madison Children's Museum,Institute of Museum and Library Services,Office of Museum Services,2023,250000,,"Museums for America (Madison, WI)",multi_station,y,med,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-253498-OMS-23,matched via: mfa_exhibit_fab
MA-253527-OMS-23,National Building Museum,Institute of Museum and Library Services,Office of Museum Services,2023,249590,,"Museums for America (Washington, DC)",multi_station,y,med,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-253527-OMS-23,matched via: mfa_exhibit_fab
MA-255428-OMS-24,Long Island Museum,Institute of Museum and Library Services,Office of Museum Services,2024,134334,,"Museums for America (Stony Brook, NY)",multi_station,y,med,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-255428-OMS-24,matched via: mfa_exhibit_fab; mfa_exhibit_fabrication
MA-255534-OMS-24,Discovery Children's Museum,Institute of Museum and Library Services,Office of Museum Services,2024,250000,,"Museums for America (Las Vegas, NV)",multi_station,y,med,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-255534-OMS-24,matched via: mfa_exhibit_fab; mfa_exhibit_fabrication
MA-255568-OMS-24,Baltimore Museum of Industry,Institute of Museum and Library Services,Office of Museum Services,2024,75000,,"Museums for America (Baltimore, MD)",multi_station,y,med,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-255568-OMS-24,matched via: mfa_exhibit_fab; mfa_exhibit_fabrication
MA-255598-OMS-24,Springfield Museums,Institute of Museum and Library Services,Office of Museum Services,2024,250000,,"Museums for America (Springfield, MA)",multi_station,y,med,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-255598-OMS-24,matched via: mfa_exhibit_fab; mfa_exhibit_fabrication
MA-255624-OMS-24,Marbles Kids Museum,Institute of Museum and Library Services,Office of Museum Services,2024,244906,,"Museums for America (Raleigh, NC)",multi_station,y,med,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-255624-OMS-24,matched via: mfa_exhibit_fab; mfa_exhibit_fabrication
MA-255836-OMS-24,Children's Museum of Indianapolis,Institute of Museum and Library Services,Office of Museum Services,2024,250000,,"Museums for America (Indianapolis, IN)",multi_station,y,med,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-255836-OMS-24,matched via: mfa_exhibit_fab; mfa_exhibit_fabrication
MA-256058-OMS-24,Willa Cather Foundation,Institute of Museum and Library Services,Office of Museum Services,2024,250000,,"Museums for America (Red Cloud, NE)",multi_station,y,med,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-256058-OMS-24,matched via: mfa_exhibit_fab; mfa_exhibit_fabrication
MA-256297-OMS-24,Exploratorium,Institute of Museum and Library Services,Office of Museum Services,2024,239389,,"Museums for America (San Francisco, CA)",multi_station,y,med,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-256297-OMS-24,matched via: mfa_exhibit_fab; mfa_exhibit_fabrication
MA-257371-OMS-25,Florida Holocaust Museum,Institute of Museum and Library Services,Office of Museum Services,2025,750000,,"Museums for America (Saint Petersburg, FL)",single_interactive,unknown,low,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-257371-OMS-25,matched via: mfa_interactive_exhibit
MA-257480-OMS-25,Atlanta Botanical Garden,Institute of Museum and Library Services,Office of Museum Services,2025,249024,,"Museums for America (Atlanta, GA)",single_interactive,unknown,low,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-257480-OMS-25,matched via: mfa_interactive_exhibit; prog_Museums_for_America
MA-257514-OMS-25,Discovery Children's Museum,Institute of Museum and Library Services,Office of Museum Services,2025,240595,,"Museums for America (Las Vegas, NV)",single_interactive,unknown,low,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-257514-OMS-25,matched via: mfa_interactive_exhibit; mfa_new_exhibit
MA-257545-OMS-25,County of New Hanover (Cape Fear Museum of History and Science),Institute of Museum and Library Services,Office of Museum Services,2025,250000,,"Museums for America (Wilmington, NC)",single_interactive,unknown,low,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-257545-OMS-25,matched via: mfa_interactive_exhibit; mfa_new_exhibit
MA-257562-OMS-25,John Ball Zoo,Institute of Museum and Library Services,Office of Museum Services,2025,250000,,"Museums for America (Grand Rapids, MI)",single_interactive,unknown,low,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-257562-OMS-25,matched via: mfa_interactive_exhibit; mfa_new_exhibit; prog_Museums_for_America
MA-257586-OMS-25,University of Nebraska (Great Plains Art Museum),Institute of Museum and Library Services,Office of Museum Services,2025,165000,,"Museums for America (Lincoln, NE)",other,unknown,low,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-257586-OMS-25,matched via: mfa_new_exhibit; prog_Museums_for_America
MA-257689-OMS-25,Holocaust Documentation and Education Center,Institute of Museum and Library Services,Office of Museum Services,2025,499070,,"Museums for America (Dania, FL)",single_interactive,unknown,low,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-257689-OMS-25,matched via: mfa_interactive_exhibit; mfa_new_exhibit
MA-257747-OMS-25,Trumbull County Historical Society,Institute of Museum and Library Services,Office of Museum Services,2025,250000,,"Museums for America (Warren, OH)",other,unknown,low,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-257747-OMS-25,matched via: prog_Museums_for_America
MA-257939-OMS-25,North Iowa Cultural Center and Museum,Institute of Museum and Library Services,Office of Museum Services,2025,266840,,"Museums for America (Clear Lake, IA)",single_interactive,unknown,low,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-257939-OMS-25,matched via: mfa_interactive_exhibit
MA-258053-OMS-25,Fort Ticonderoga,Institute of Museum and Library Services,Office of Museum Services,2025,247584,,"Museums for America (Ticonderoga, NY)",other,unknown,low,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-258053-OMS-25,matched via: prog_Museums_for_America
MA-258120-OMS-25,Briscoe Western Art Museum,Institute of Museum and Library Services,Office of Museum Services,2025,511355,,"Museums for America (San Antonio, TX)",single_interactive,unknown,low,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-258120-OMS-25,matched via: mfa_interactive_exhibit; prog_Museums_for_America
MA-258123-OMS-25,City of Wray (Wray Museum),Institute of Museum and Library Services,Office of Museum Services,2025,250000,,"Museums for America (Wray, CO)",other,unknown,low,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-258123-OMS-25,matched via: mfa_new_exhibit
MA-258128-OMS-25,Hispanic Society Museum and Library,Institute of Museum and Library Services,Office of Museum Services,2025,377630,,"Museums for America (New York, NY)",other,unknown,low,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-258128-OMS-25,matched via: mfa_new_exhibit; prog_Museums_for_America
MA-258149-OMS-25,Allen County Museum,Institute of Museum and Library Services,Office of Museum Services,2025,105430,,"Museums for America (Lima, OH)",other,unknown,low,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-258149-OMS-25,matched via: mfa_new_exhibit; prog_Museums_for_America
MA-258274-OMS-25,Louisiana State University Agricultural Center (Burden Museum and Gardens),Institute of Museum and Library Services,Office of Museum Services,2025,198750,,"Museums for America (Baton Rouge, LA)",multi_station,y,med,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-258274-OMS-25,matched via: mfa_exhibit_fab; mfa_exhibit_fabrication; mfa_new_exhibit; prog_Museums_for_America
MA-258326-OMS-25,Battleship Iowa Museum,Institute of Museum and Library Services,Office of Museum Services,2025,250000,,"Museums for America (San Pedro, CA)",single_interactive,unknown,low,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-258326-OMS-25,matched via: mfa_interactive_exhibit; prog_Museums_for_America
MA-258402-OMS-25,North Carolina Railroad Museum,Institute of Museum and Library Services,Office of Museum Services,2025,110487,,"Museums for America (New Hill, NC)",single_interactive,unknown,low,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-258402-OMS-25,matched via: mfa_interactive_exhibit; mfa_new_exhibit
MA-258449-OMS-25,Living Classrooms Foundation (Historic Ships in Baltimore),Institute of Museum and Library Services,Office of Museum Services,2025,84491,,"Museums for America (Baltimore, MD)",multi_station,y,med,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-258449-OMS-25,matched via: mfa_exhibit_fab; mfa_exhibit_fabrication
MA-30-16-0106-16,Historic Cherry Hill,Institute of Museum and Library Services,Office of Museum Services,2016,30841,,"Museums for America (Albany, NY)",multi_station,y,med,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-30-16-0106-16,matched via: mfa_exhibit_fab
MA-30-19-0350-19,"Michigan Department of Natural Resources (Michigan Iron Industry Museum, Michigan Historical Center)",Institute of Museum and Library Services,Office of Museum Services,2019,120000,,"Museums for America (Lansing, MI)",multi_station,y,med,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-30-19-0350-19,matched via: mfa_exhibit_fab
MA-31-14-0282-14,Victoria Mansion,Institute of Museum and Library Services,Office of Museum Services,2014,24122,,"Museums for America (Portland, ME)",multi_station,y,med,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-31-14-0282-14,matched via: mfa_exhibit_fab
MA-31-17-0061-17,Washington County Museum of Fine Arts,Institute of Museum and Library Services,Office of Museum Services,2017,22146,,"Museums for America (Hagerstown, MD)",multi_station,y,med,Museums for America,https://www.imls.gov/grants/awarded-grants?fulltext_search=MA-31-17-0061-17,matched via: mfa_exhibit_fab
MG-10-13-0056-13,Children's Museum Houston,Institute of Museum and Library Services,Office of Museum Services,2013,472101,,"National Leadership Grants - Museums (Houston, TX)",single_interactive,unknown,low,National Leadership Grants - Museums,https://www.imls.gov/grants/awarded-grants?fulltext_search=MG-10-13-0056-13,matched via: nlg_interactive
MG-20-16-0051-16,University of Montana,Institute of Museum and Library Services,Office of Museum Services,2016,414619,,"National Leadership Grants - Museums (Missoula, MT)",single_interactive,unknown,low,National Leadership Grants - Museums,https://www.imls.gov/grants/awarded-grants?fulltext_search=MG-20-16-0051-16,matched via: nlg_interactive
MG-20-16-0051-16 (a),University of Montana,Institute of Museum and Library Services,Office of Museum Services,2016,60000,,"National Leadership Grants - Museums (Missoula, MT)",single_interactive,unknown,low,National Leadership Grants - Museums,https://www.imls.gov/grants/awarded-grants?fulltext_search=MG-20-16-0051-16 (a),matched via: nlg_interactive
MG-245427-OMS-20,Rochester Institute of Technology,Institute of Museum and Library Services,Office of Museum Services,2020,429409,,"National Leadership Grants - Museums (Rochester, NY)",other,unknown,low,National Leadership Grants - Museums,https://www.imls.gov/grants/awarded-grants?fulltext_search=MG-245427-OMS-20,matched via: prog_National_Leadership_Grants___Museums
MG-245862-OMS-20,University of Montana (spectrUM Discovery Area),Institute of Museum and Library Services,Office of Museum Services,2020,670969,,"National Leadership Grants - Museums (Missoula, MT)",other,unknown,low,National Leadership Grants - Museums,https://www.imls.gov/grants/awarded-grants?fulltext_search=MG-245862-OMS-20,matched via: prog_National_Leadership_Grants___Museums
MG-249646-OMS-21,"Museum of Science, Boston",Institute of Museum and Library Services,Office of Museum Services,2021,402040,,"National Leadership Grants - Museums (Boston, MA)",other,unknown,low,National Leadership Grants - Museums,https://www.imls.gov/grants/awarded-grants?fulltext_search=MG-249646-OMS-21,matched via: prog_National_Leadership_Grants___Museums
MG-251987-OMS-22,International Coalition of Sites of Conscience,Institute of Museum and Library Services,Office of Museum Services,2022,691692,,"National Leadership Grants - Museums (New York, NY)",other,unknown,low,National Leadership Grants - Museums,https://www.imls.gov/grants/awarded-grants?fulltext_search=MG-251987-OMS-22,matched via: prog_National_Leadership_Grants___Museums
MG-252083-OMS-22,Madison Children's Museum,Institute of Museum and Library Services,Office of Museum Services,2022,339000,,"National Leadership Grants - Museums (Madison, WI)",other,unknown,low,National Leadership Grants - Museums,https://www.imls.gov/grants/awarded-grants?fulltext_search=MG-252083-OMS-22,matched via: prog_National_Leadership_Grants___Museums
MG-255674-OMS-24,Environment & Culture Partners,Institute of Museum and Library Services,Office of Museum Services,2024,632741,,"National Leadership Grants - Museums (Tacoma, WA)",other,unknown,low,National Leadership Grants - Museums,https://www.imls.gov/grants/awarded-grants?fulltext_search=MG-255674-OMS-24,matched via: prog_National_Leadership_Grants___Museums
MG-255854-OMS-24,Association of Science and Technology Centers,Institute of Museum and Library Services,Office of Museum Services,2024,694536,,"National Leadership Grants - Museums (Washington, DC)",other,unknown,low,National Leadership Grants - Museums,https://www.imls.gov/grants/awarded-grants?fulltext_search=MG-255854-OMS-24,matched via: prog_National_Leadership_Grants___Museums
MG-259280-OMS-25,Museum of Science,Institute of Museum and Library Services,Office of Museum Services,2025,1499810,,"National Leadership Grants - Museums (Boston, MA)",single_interactive,unknown,low,National Leadership Grants - Museums,https://www.imls.gov/grants/awarded-grants?fulltext_search=MG-259280-OMS-25,matched via: nlg_interactive; prog_National_Leadership_Grants___Museums
MG-259281-OMS-25,Exploratorium,Institute of Museum and Library Services,Office of Museum Services,2025,1499943,,"National Leadership Grants - Museums (San Francisco, CA)",single_interactive,unknown,low,National Leadership Grants - Museums,https://www.imls.gov/grants/awarded-grants?fulltext_search=MG-259281-OMS-25,matched via: nlg_interactive; prog_National_Leadership_Grants___Museums
MG-45-16-0033-16,University of Washington (Burke Museum of Natural History and Culture),Institute of Museum and Library Services,Office of Museum Services,2016,25000,,"National Leadership Grants - Museums (Seattle, WA)",single_interactive,unknown,low,National Leadership Grants - Museums,https://www.imls.gov/grants/awarded-grants?fulltext_search=MG-45-16-0033-16,matched via: nlg_interactive
MG-60-19-0038-19,Intrepid Museum,Institute of Museum and Library Services,Office of Museum Services,2019,588882,,"National Leadership Grants - Museums (New York, NY)",other,unknown,low,National Leadership Grants - Museums,https://www.imls.gov/grants/awarded-grants?fulltext_search=MG-60-19-0038-19,matched via: prog_National_Leadership_Grants___Museums
2214463,Georgia Tech Research Corporation,National Science Foundation,Directorate for STEM Education (EDU) - Advancing Informal STEM Learning,2022,1757646,,Fostering AI Literacy through Embodiment and Creativity across Informal Learning Spaces,other,unknown,low,AISL,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2214463,"verified via individual-award API lookup (api.nsf.gov/services/v1/awards/<id>.json); found via targeted web search, not systematic keyword sweep (NSF API keyword search proved unreliable for topical full-text queries — see methodology-notes.md)"
1647130,Drexel University,National Science Foundation,Directorate for STEM Education (EDU) - Advancing Informal STEM Learning,2017,559753,,Supporting Science and Engineering Identity Development in Immersive Interactive Technologies,other,unknown,low,AISL,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1647130,"verified via individual-award API lookup (api.nsf.gov/services/v1/awards/<id>.json); found via targeted web search, not systematic keyword sweep (NSF API keyword search proved unreliable for topical full-text queries — see methodology-notes.md)"
1612831,Stanford University,National Science Foundation,Directorate for STEM Education (EDU) - Advancing Informal STEM Learning,2016,330000,,Visitor Interactions in Microbiology: A New Genre of Science Museum Exhibits,single_interactive,unknown,low,AISL,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1612831,"verified via individual-award API lookup (api.nsf.gov/services/v1/awards/<id>.json); found via targeted web search, not systematic keyword sweep (NSF API keyword search proved unreliable for topical full-text queries — see methodology-notes.md)"
1811063,New York Hall of Science,National Science Foundation,Directorate for STEM Education (EDU) - Advancing Informal STEM Learning,2018,247051,,Reconceiving Exhibit Design for Public Engagement with Science,single_interactive,unknown,low,AISL,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1811063,"verified via individual-award API lookup (api.nsf.gov/services/v1/awards/<id>.json); found via targeted web search, not systematic keyword sweep (NSF API keyword search proved unreliable for topical full-text queries — see methodology-notes.md)"
2116109,University of Southern California,National Science Foundation,Directorate for STEM Education (EDU) - Advancing Informal STEM Learning,2021,1604219,,AI Behind Virtual Humans: Communicating the Capabilities and Impact of Artificial Intelligence to the Public through an Interactive Virtual Human Exhibit,single_interactive,unknown,low,AISL,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2116109,"verified via individual-award API lookup (api.nsf.gov/services/v1/awards/<id>.json); found via targeted web search, not systematic keyword sweep (NSF API keyword search proved unreliable for topical full-text queries — see methodology-notes.md)"
1808749,Oregon Museum of Science and Industry,National Science Foundation,Directorate for STEM Education (EDU) - Advancing Informal STEM Learning,2018,1389759,,"Snow: Museum Exhibit, Educational Outreach, and Learning Research",single_interactive,unknown,low,AISL,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1808749,"verified via individual-award API lookup (api.nsf.gov/services/v1/awards/<id>.json); found via targeted web search, not systematic keyword sweep (NSF API keyword search proved unreliable for topical full-text queries — see methodology-notes.md)"
0813541,University of Southern California,National Science Foundation,Directorate for STEM Education (EDU) - Advancing Informal STEM Learning,2008,2062116,,Responsive Virtual Human Museum Guides,other,unknown,low,AISL,https://www.nsf.gov/awardsearch/showAward?AWD_ID=0813541,"verified via individual-award API lookup (api.nsf.gov/services/v1/awards/<id>.json); found via targeted web search, not systematic keyword sweep (NSF API keyword search proved unreliable for topical full-text queries — see methodology-notes.md)"
0307875,Museum of Science,National Science Foundation,Directorate for STEM Education (EDU) - Advancing Informal STEM Learning,2003,2738060,,"Traveling Exhibit on Technology, Imagination and the Future Using the Fantasy Technologies in the Star Wars Movies as Examples",multi_station,y,med,AISL,https://www.nsf.gov/awardsearch/showAward?AWD_ID=0307875,"verified via individual-award API lookup (api.nsf.gov/services/v1/awards/<id>.json); found via targeted web search, not systematic keyword sweep (NSF API keyword search proved unreliable for topical full-text queries — see methodology-notes.md)"
0000589,Montshire Museum of Science,National Science Foundation,Directorate for STEM Education (EDU) - Advancing Informal STEM Learning,2000,2074689,,TEAMS Traveling Exhibit Collaborative,multi_station,y,med,AISL,https://www.nsf.gov/awardsearch/showAward?AWD_ID=0000589,"verified via individual-award API lookup (api.nsf.gov/services/v1/awards/<id>.json); found via targeted web search, not systematic keyword sweep (NSF API keyword search proved unreliable for topical full-text queries — see methodology-notes.md)"
9627029,Montshire Museum of Science,National Science Foundation,Directorate for STEM Education (EDU) - Advancing Informal STEM Learning,1996,1216716,,TEAMS Science Museum Exhibit Collaborative,multi_station,y,med,AISL,https://www.nsf.gov/awardsearch/showAward?AWD_ID=9627029,"verified via individual-award API lookup (api.nsf.gov/services/v1/awards/<id>.json); found via targeted web search, not systematic keyword sweep (NSF API keyword search proved unreliable for topical full-text queries — see methodology-notes.md)"
1906688,Museum of Science,National Science Foundation,Directorate for STEM Education (EDU) - Advancing Informal STEM Learning,2019,299989,,Exhibit appraisal and diverse populations: Pilot research about intersectional and science identities in science exhibits,single_interactive,unknown,low,AISL,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1906688,"verified via individual-award API lookup (api.nsf.gov/services/v1/awards/<id>.json); found via targeted web search, not systematic keyword sweep (NSF API keyword search proved unreliable for topical full-text queries — see methodology-notes.md)"
1713316,Science Museum of Minnesota,National Science Foundation,Directorate for STEM Education (EDU) - Advancing Informal STEM Learning,2017,1999578,,Developing innovative techniques for using museum-based theater and gaming to support visitor understanding of complex systems,other,unknown,low,AISL,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1713316,"verified via individual-award API lookup (api.nsf.gov/services/v1/awards/<id>.json); found via targeted web search, not systematic keyword sweep (NSF API keyword search proved unreliable for topical full-text queries — see methodology-notes.md)"
1516541,Loyola University of Chicago,National Science Foundation,Directorate for STEM Education (EDU) - Advancing Informal STEM Learning,2015,739522,,Collaborative Research: Advancing Early STEM Learning Opportunities Through Tinkering and Reflection,other,unknown,low,AISL,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1516541,"verified via individual-award API lookup (api.nsf.gov/services/v1/awards/<id>.json); found via targeted web search, not systematic keyword sweep (NSF API keyword search proved unreliable for topical full-text queries — see methodology-notes.md)"
1515788,Northwestern University,National Science Foundation,Directorate for STEM Education (EDU) - Advancing Informal STEM Learning,2015,607195,,Collaborative Research: Advancing Early STEM Learning Opportunities Through Tinkering and Reflection,other,unknown,low,AISL,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1515788,"verified via individual-award API lookup (api.nsf.gov/services/v1/awards/<id>.json); found via targeted web search, not systematic keyword sweep (NSF API keyword search proved unreliable for topical full-text queries — see methodology-notes.md)"
1811457,WGBH Educational Foundation,National Science Foundation,Directorate for STEM Education (EDU) - Advancing Informal STEM Learning,2018,2604294,,Design Squad Maker: Researching How to Support Upper Elementary School Children's Sustained Engagement and Participation in Engineering Design across Out-of-School Settings,other,unknown,low,AISL,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1811457,"verified via individual-award API lookup (api.nsf.gov/services/v1/awards/<id>.json); found via targeted web search, not systematic keyword sweep (NSF API keyword search proved unreliable for topical full-text queries — see methodology-notes.md)"
